action,confidence,src_id,entry_file,old_filename,new_filename,notes
rename,high-exact-register-filename,SRC-018,jarad-2026-handshakes-tell-truth-tls-fingerprints-ja4-bad-bots.md,2602.09606v1.pdf,SRC-018-jarad-2026-handshakes-tell-truth-tls-fingerprints-ja4-bad-bots.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-085,chen-2026-recap-captcha-native-gui-agents.md,2603.23559v1.pdf,SRC-085-chen-2026-recap-captcha-native-gui-agents.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-normalized-register-filename,SRC-033,wang-2026-fp-agent-fingerprinting-ai-browsing-agents.md,2605.01247v1.pdf,SRC-033-wang-2026-fp-agent-fingerprinting-ai-browsing-agents.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-047,martinez-llamas-2025-web-bot-detection-privacy-gdpr-ai-act.md,53bd845a-4be2-4f15-9f8a-48606e96e78b_19347_-_davy_preuveneers.pdf,SRC-047-martinez-llamas-2025-web-bot-detection-privacy-gdpr-ai-act.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-102,commercial-automation-cost-stack-2026-scraping-proxies-captcha-sms.md,5SIM Statistics – Active Temp Numbers & SMS Success Rate.pdf,SRC-102-5sim-statistics-active-temp-numbers-and-sms-success-rate.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-102,commercial-automation-cost-stack-2026-scraping-proxies-captcha-sms.md,AI captcha solver_ Bypass reCAPTCHA and any captchas using best auto captcha solving service API.pdf,SRC-102-ai-captcha-solver-bypass-recaptcha-and-any-captchas-using-best-auto-captcha-solving-service-api.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-083,kolhar-gundoor-2026-api-security-testing-exploitation-techniques.md,API-Security-Testing-and-Exploitation-Techniques.pdf,SRC-083-kolhar-gundoor-2026-api-security-testing-exploitation-techniques.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-037,human-2026-agentic-visibility-how-to-see-ai-agent-traffic.md,Agentic Visibility_ How to See AI Agent Traffic.pdf,SRC-037-human-2026-agentic-visibility-how-to-see-ai-agent-traffic.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-072,portswigger-2026-authentication-vulnerabilities.md,Authentication vulnerabilities _ Web Security Academy.pdf,SRC-072-portswigger-2026-authentication-vulnerabilities.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-068,sudbury-marks-2026-battling-bots-bad-data.md,Battling_bots_and_bad_data_enhancing_data_quality_.pdf,SRC-068-sudbury-marks-2026-battling-bots-bad-data.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-044,scrapingbee-2026-price-scraping-tools.md,Best Price Scraping Tools for 2026_ Top Services Compared.pdf,SRC-044-scrapingbee-2026-price-scraping-tools.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-081,us-senate-2023-ticketmaster-taylor-swift-scalper-bots.md,Bradish_SJC-Hearing_Live-Events_1.24.23.pdf,SRC-081-bradish-sjc-hearing-live-events-1-24-23.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-059,mdn-2026-cors.md,Cross-Origin Resource Sharing (CORS) - HTTP _ MDN.pdf,SRC-059-mdn-2026-cors.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-079,datadome-2026-vm-based-obfuscation-client-side-detection.md,DataDome Releases VM-Based Obfuscation_ The Next Evolution in Client-Side Detection Security - Security Boulevard.pdf,SRC-079-datadome-2026-vm-based-obfuscation-client-side-detection.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-094,cisa-2021-post-compromise-microsoft-cloud-identity-api-access.md,Detecting Post-Compromise Threat Activity in Microsoft Cloud Environments _ CISA.pdf,SRC-094-cisa-2021-post-compromise-microsoft-cloud-identity-api-access.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-078,sudhir-2026-pushan-trace-free-deobfuscation-vm-obfuscated-binaries.md,Enhance_virtual-machine-based_code_obfuscation_sec.pdf,SRC-078-enhance-virtual-machine-based-code-obfuscation-sec.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-050,ftc-2021-first-bots-act-cases.md,FTC Brings First-Ever Cases Under the BOTS Act _ Federal Trade Commission.pdf,SRC-050-ftc-2021-first-bots-act-cases.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-016,iqbal-2021-fingerprinting-the-fingerprinters-fp-inspector.md,Fingerprinting_the_Fingerprinters_Learning_to_Detect_Browser_Fingerprinting_Behaviors.pdf,SRC-016-iqbal-2021-fingerprinting-the-fingerprinters-fp-inspector.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-082,kolhar-sridevi-2025-2026-ai-ml-cybersecurity-governance-background.md,Future-Trends-and-Innovation-in-Machine-Intelligence-for-Cyber-Risk-Management.pdf,SRC-082-future-trends-and-innovation-in-machine-intelligence-for-cyber-risk-management.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-061,mdn-2026-http-authentication.md,HTTP authentication - HTTP _ MDN.pdf,SRC-061-mdn-2026-http-authentication.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-060,mdn-2026-http-caching.md,HTTP caching - HTTP _ MDN.pdf,SRC-060-mdn-2026-http-caching.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-064,mdn-2026-http-headers.md,HTTP headers - HTTP _ MDN.pdf,SRC-064-mdn-2026-http-headers.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-078,sudhir-2026-pushan-trace-free-deobfuscation-vm-obfuscated-binaries.md,Hiding Code Like a Spy_ VM-Based Code Obfuscation in C (with Runtime Decryption) _ by Piyush _ Medium.pdf,SRC-078-hiding-code-like-a-spy-vm-based-code-obfuscation-in-c-with-runtime-decryption-by-piyush-medium.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-096,censys-2026-bulletproof-hosting-abused-rdp-infrastructure.md,Hiding in Plain Sight_ Tracking Bulletproof Hosting and Abused RDP Infrastructure - Censys.pdf,SRC-096-censys-2026-bulletproof-hosting-abused-rdp-infrastructure.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-087,infatica-2025-peer-to-business-app-monetization-sdk.md,How the Peer-to-Business Model Redefines App Monetization _ Infatica SDK.pdf,SRC-087-infatica-2025-peer-to-business-app-monetization-sdk.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-045,scrapingbee-2026-perimeterx-human-bypass.md,How to bypass PerimeterX anti-bot protection system in 2026.pdf,SRC-045-scrapingbee-2026-perimeterx-human-bypass.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-070,portswigger-2026-secure-authentication-mechanisms.md,How to secure your authentication mechanisms _ Web Security Academy.pdf,SRC-070-portswigger-2026-secure-authentication-mechanisms.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-066,laperdrix-2020-browser-fingerprinting-survey.md,Lape-etal-20-TWEB.pdf,SRC-066-lape-etal-20-tweb.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-102,commercial-automation-cost-stack-2026-scraping-proxies-captcha-sms.md,Managed Web Scraping vs. DIY_ How to Choose the Right Approach.pdf,SRC-102-managed-web-scraping-vs-diy-how-to-choose-the-right-approach.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-081,us-senate-2023-ticketmaster-taylor-swift-scalper-bots.md,Microsoft Word - Bradish_SJC Hearing_Live Events_1.24.23.doc - Bradish_SJC-Hearing_Live-Events_1.24.23.pdf,SRC-081-microsoft-word-bradish-sjc-hearing-live-events-1-24-23-doc-bradish-sjc-hearing-live-events-1-24-23.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-101,summers-2026-mythos-cost-of-attacking-ai-security-economics.md,Mythos and the cost of attacking_ AI’s new economics.pdf,SRC-101-summers-2026-mythos-cost-of-attacking-ai-security-economics.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-073,nist-2025-sp-800-63b-4-authentication-authenticator-management.md,NIST.SP.800-63b-4.pdf,SRC-073-nist-2025-sp-800-63b-4-authentication-authenticator-management.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-069,portswigger-2026-oauth-2-authentication-vulnerabilities.md,OAuth 2.0 authentication vulnerabilities _ Web Security Academy.pdf,SRC-069-portswigger-2026-oauth-2-authentication-vulnerabilities.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-093,owasp-2025-application-security-verification-standard-5-0.md,OWASP_Application_Security_Verification_Standard_5.0.0_en.pdf,SRC-093-owasp-2025-application-security-verification-standard-5-0.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-086,bitsight-2026-openclaw-exposed-ai-agent-gateways.md,OpenClaw Security_ Risks of Exposed AI Agents Explained _ Bitsight.pdf,SRC-086-bitsight-2026-openclaw-exposed-ai-agent-gateways.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-036,human-2026-openclaw-in-the-wild.md,OpenClaw in the wild_ How autonomous agents can drive abuse at scale - HUMAN Security.pdf,SRC-036-human-2026-openclaw-in-the-wild.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-065,mdn-2026-overview-of-http.md,Overview of HTTP - HTTP _ MDN.pdf,SRC-065-mdn-2026-overview-of-http.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-005,netacea-bot-management-product-brochure.md,PU1NRT2Z0JV2.pdf,SRC-005-netacea-bot-management-product-brochure.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-102,commercial-automation-cost-stack-2026-scraping-proxies-captcha-sms.md,Pricing - ScrapingBee Web Scraping API.pdf,SRC-102-pricing-scrapingbee-web-scraping-api.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-102,commercial-automation-cost-stack-2026-scraping-proxies-captcha-sms.md,Pricing - ZenRows.pdf,SRC-102-pricing-zenrows.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-102,commercial-automation-cost-stack-2026-scraping-proxies-captcha-sms.md,Proxy-Cheap_ Affordable Services _ Buy Cheap Proxies.pdf,SRC-102-proxy-cheap-affordable-services-buy-cheap-proxies.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-078,sudhir-2026-pushan-trace-free-deobfuscation-vm-obfuscated-binaries.md,Pushan_Trace-Free_Deobfuscation_of_Virtualization-.pdf,SRC-078-pushan-trace-free-deobfuscation-of-virtualization.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-081,us-senate-2023-ticketmaster-taylor-swift-scalper-bots.md,"Scalper bots caused Taylor Swift ticket chaos, Senate panel hears in testimony _ US Senate _ The Guardian.pdf",SRC-081-scalper-bots-caused-taylor-swift-ticket-chaos-senate-panel-hears-in-testimony-us-senate-the-guardian.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-053,scrapingbee-2026-web-scraping-api.md,ScrapingBee – The Best Web Scraping API.pdf,SRC-053-scrapingbee-2026-web-scraping-api.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-082,kolhar-sridevi-2025-2026-ai-ml-cybersecurity-governance-background.md,Secure-and-Ethically-Aligned-AI-Solutions-for-Cybersecurity-and-Threat-Detection.pdf,SRC-082-secure-and-ethically-aligned-ai-solutions-for-cybersecurity-and-threat-detection.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-084,commercial-captcha-solving-api-ecosystem-2026.md,Solving modern CAPTCHA for AI Agent and Automation Workflow _ by Matthew Hayes _ Medium.pdf,SRC-084-solving-modern-captcha-for-ai-agent-and-automation-workflow-by-matthew-hayes-medium.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-038,human-2026-state-agentic-traffic-may.md,"State of Agentic Traffic - May 2026_ Financial services agentic traffic continues to climb, more than doubling this month - HUMAN Security.pdf",SRC-038-human-2026-state-agentic-traffic-may.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-081,us-senate-2023-ticketmaster-taylor-swift-scalper-bots.md,Testimony - Berchtold - 2023-01-24.pdf,SRC-081-testimony-berchtold-2023-01-24.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-080,ticketmaster-prestige-2018-2019-ticket-bots-settlement.md,Ticketmaster Reaches Settlement with Ticket Broker over Unauthorized Use of Automated Bots - Insights - Proskauer Rose LLP.pdf,SRC-080-ticketmaster-reaches-settlement-with-ticket-broker-over-unauthorized-use-of-automated-bots-insights.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-080,ticketmaster-prestige-2018-2019-ticket-bots-settlement.md,TicketmasterPrestigeEntertainment20180131.pdf,SRC-080-ticketmasterprestigeentertainment20180131.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-041,scrapingbee-2026-scraper-test-sites.md,Top 15 Scraper Sites to Enhance Your Data Collection Skills.pdf,SRC-041-scrapingbee-2026-scraper-test-sites.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-089,choi-2020-understanding-proxy-ecosystem.md,Understanding_the_Proxy_Ecosystem_A_Comparative_An.pdf,SRC-089-choi-2020-understanding-proxy-ecosystem.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-063,mdn-2026-user-agent-header.md,User-Agent header - HTTP _ MDN.pdf,SRC-063-mdn-2026-user-agent-header.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-062,mdn-2026-using-http-cookies.md,Using HTTP cookies - HTTP _ MDN.pdf,SRC-062-mdn-2026-using-http-cookies.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-071,portswigger-2026-password-based-login-vulnerabilities.md,Vulnerabilities in password-based login _ Web Security Academy.pdf,SRC-071-portswigger-2026-password-based-login-vulnerabilities.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-097,anderson-2019-measuring-changing-cost-cybercrime(1).md;anderson-2019-measuring-changing-cost-cybercrime.md,WEIS_2019_paper_25.pdf,SRC-097-anderson-2019-measuring-changing-cost-cybercrime.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-084,commercial-captcha-solving-api-ecosystem-2026.md,We Benchmarked CAPTCHA Solving Services to Find the Best One - DEV Community.pdf,SRC-084-we-benchmarked-captcha-solving-services-to-find-the-best-one-dev-community.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-102,commercial-automation-cost-stack-2026-scraping-proxies-captcha-sms.md,Web Scraper API - Free Trial.pdf,SRC-102-web-scraper-api-free-trial.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-102,commercial-automation-cost-stack-2026-scraping-proxies-captcha-sms.md,Web Scraping Pricing 2026_ 9 Platforms Compared (From $0.13_1K) _ Use Apify.pdf,SRC-102-web-scraping-pricing-2026-9-platforms-compared-from-0-13-1k-use-apify.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-014,iliou-2022-ares-web-bot-detection-evasion-deep-rl.md,Web_Bot_Detection_Evasion_Using_Deep_Reinforcement_Learning_zenodo.pdf,SRC-014-iliou-2022-ares-web-bot-detection-evasion-deep-rl.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-013,iliou-2021-csr-web-bot-detection-evasion-gans.md,Web_bot_detection_evasion_using_Generative_Adversarial_Networks_R1_v1.pdf,SRC-013-iliou-2021-csr-web-bot-detection-evasion-gans.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-084,commercial-captcha-solving-api-ecosystem-2026.md,What Is a CAPTCHA Solving API_ How It Works and When to Use It.pdf,SRC-084-what-is-a-captcha-solving-api-how-it-works-and-when-to-use-it.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-088,brightdata-2026-residential-proxies-definition-use-cases-best-providers.md,"What are Residential Proxies_ Definition, Use Cases, and More.pdf",SRC-088-brightdata-2026-residential-proxies-definition-use-cases-best-providers.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-049,datadome-2026-ticket-bots.md,What are ticket bots & How to stop them.pdf,SRC-049-datadome-2026-ticket-bots.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-095,cisa-fbi-2025-scattered-spider-identity-helpdesk-legitimate-tools.md,aa23-320a-scattered-spider-508c.pdf,SRC-095-aa23-320a-scattered-spider-508c.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-095,cisa-fbi-2025-scattered-spider-identity-helpdesk-legitimate-tools.md,aa23-320a_scattered_spider_0.pdf,SRC-095-aa23-320a-scattered-spider-0.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-102,commercial-automation-cost-stack-2026-scraping-proxies-captcha-sms.md,apify-state-of-web-scraping-report-2026.pdf,SRC-102-apify-state-of-web-scraping-report-2026.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-027,owasp-automated-threat-handbook-v1v3.md,automated-threat-handbook-EN-1v30.pdf,SRC-027-owasp-automated-threat-handbook-v1v3.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-099,recordedfuture-2026-cloud-saas-abuse-adversarial-infrastructure.md,cta-2026-0219.pdf,SRC-099-recordedfuture-2026-cloud-saas-abuse-adversarial-infrastructure.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-040,akamai-2026-financial-services-security-trends.md,financial-services-security-trends.pdf,SRC-040-akamai-2026-financial-services-security-trends.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-077,tschacher-2021-architecture-of-bot-detection-services.md,incolumitas.com – On the Architecture of Bot Detection Services.pdf,SRC-077-tschacher-2021-architecture-of-bot-detection-services.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-007,netacea-2023-death-by-a-billion-bots.md,netacea_2023_death_a_billion_bots_report.pdf,SRC-007-netacea-2023-death-by-a-billion-bots.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-006,netacea-technical-showcase-machine-learning.md,netacea_technical_showcase_machine_learning.pdf.pagespeed.ce.v0nd7rwm8t.pdf,SRC-006-netacea-technical-showcase-machine-learning.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-012,iliou-2019-ares-detecting-advanced-web-bots.md,paper_82.pdf,SRC-012-iliou-2019-ares-detecting-advanced-web-bots.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-067,berke-2025-how-unique-whose-web-browser-demographics.md,popets-2025-0038.pdf,SRC-067-berke-2025-how-unique-whose-web-browser-demographics.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-076,xu-2020-layered-obfuscation-taxonomy-software-security.md,s42400-020-00049-3.pdf,SRC-076-xu-2020-layered-obfuscation-taxonomy-software-security.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-048,wardle-2019-how-long-does-it-take-to-get-owned.md,techreport-davidwardle.pdf,SRC-048-wardle-2019-how-long-does-it-take-to-get-owned.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
rename,high-exact-register-filename,SRC-075,cao-2014-protecting-client-browsers-principal-based-approach.md,thesis yinzhicao.pdf,SRC-075-cao-2014-protecting-client-browsers-principal-based-approach.pdf,PDF filename mentioned in register entry; normalized match allowed for punctuation/underscore variants
keep,low-unmatched,,,178-Chapter Manuscript-3750-1-10-20250320.pdf,178-Chapter Manuscript-3750-1-10-20250320.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,2021_DTRAP_Christos_Detection_Web_Bots_Logs_Mouse.pdf,2021_DTRAP_Christos_Detection_Web_Bots_Logs_Mouse.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,220818.pdf,220818.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,223589.pdf,223589.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,2505.21936v3.pdf,2505.21936v3.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,2506.14866v2.pdf,2506.14866v2.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,2601.06301v1.pdf,2601.06301v1.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,2602.11510v2.pdf,2602.11510v2.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,2605.13706v1.pdf,2605.13706v1.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,26_21_558_Kwiateketal..pdf,26_21_558_Kwiateketal..pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,AI for cybersecurity.pdf,AI for cybersecurity.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,Advanced Web Scraping_ Hidden Techniques Pro Developers Actually Use.pdf,Advanced Web Scraping_ Hidden Techniques Pro Developers Actually Use.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,Amazon API.pdf,Amazon API.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,Amazon Scraper API _ Scraping Amazon Product Data is Simple.pdf,Amazon Scraper API _ Scraping Amazon Product Data is Simple.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,Best Rotating and Residential Proxies for Web Scraping in 2026.pdf,Best Rotating and Residential Proxies for Web Scraping in 2026.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,Building AI for cyber defenders _ Anthropic.pdf,Building AI for cyber defenders _ Anthropic.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,CDN benefits_ Why use a CDN_.pdf,CDN benefits_ Why use a CDN_.pdf,No exact/normalized register-entry filename match; left unchanged
keep,low-unmatched,,,CDN for WordPress_ Key features to look for.pdf,CDN for WordPress_ Key features to look for.pdf,No exact/normalized register-entry filename match; left unchanged
